제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
카르마,김상렬,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300953,,KDC 813,포함
남몰래 피는 꽃,김순남,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300954,,KDC 811,포함
그날의 기적소리,김수봉,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300955,,KDC 814,포함
전라도 말씨로,김수봉,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300956,,KDC 814,포함
환상의 魚信을 찾아,김수봉,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300957,,KDC 814,포함
내 작은 가슴에 사랑의 불을 껴안고,김송삼,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300958,,KDC 811,포함
혼자 춤추는 이방인,김송배,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300959,,KDC 811,포함
백지였으면 좋겠다,김송배,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300960,,KDC 811,포함
작은 여우를 잡아라,강난경,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301309,,KDC 813,포함
여자 증인,강난경,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301310,,KDC 813,포함
생각보다 깊은 잠,강난경,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301311,,KDC 813,포함
노랑나비가 되었거든 석류꽃에 앉아다오,강난경,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301312,,KDC 813,포함
화려한 휴가,강무창,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301313,,KDC 813,포함
물 속 마을,강미정,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301314,,KDC 811,포함
생말타기,강덕환,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301315,,KDC 811,포함
사랑굿 한마당,강무창,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301316,,KDC 813,포함
지리산에 무릎 꿇고 머리 수그리고,송희철,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301665,,KDC 811,포함
호박꽃 여름,송하춘,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301666,,KDC 813,포함
늑대를 기다립니다,신상성,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301667,,KDC 813,포함
단장,민영,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300239,,KDC 811,포함
무령왕의 나무새,문효치,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300240,,KDC 811,포함
도로아미타불,민기,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300241,,KDC 813,포함
가을비 그 뒤,민병찬,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300242,,KDC 811,포함
이목구비전,민기,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300243,,KDC 813,포함
회귀,박문재,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300244,,KDC 814,포함
혼자 산에 오는 이유,박명자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300245,,KDC 811,포함
내 마음에 라라가 있다,박미경,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300246,,KDC 814,포함
박미경이 만난 우리시대 작가 17인,박미경,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300247,,KDC 814,포함
시간의 강하,박명자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300248,,KDC 811,포함
알몸서곡,박명용,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300249,,KDC 811,포함
안개밭 속의 말들,박명용,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300250,,KDC 811,포함
은행 몇 알에 대한 명상,이길원,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300251,,KDC 811,포함
하늘 향해 길을 가다,이남로,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300252,,KDC 811,포함
지상에서 부르고 싶은 노래,이기철,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300253,,KDC 811,포함
어느 아침 나무가 되어,이길원,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300254,,KDC 811,포함
계란 껍질에 앉아서,이길원,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300255,,KDC 811,포함
포구에서 온 편지,박덕규,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300256,,KDC 813,포함
아름다운 집,박덕자,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300257,,KDC 813,포함
내겐 늘 바다가 부족하네,박만진,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300258,,KDC 811,포함
마을은 고요하고,박만진,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300259,,KDC 811,포함
신부의 여인,박덕자,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300260,,KDC 813,포함
눈먼 이 때때로 눈뜬 이 인도하고,최건,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300600,,KDC 811,포함
목련판타지아,최계식,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300601,,KDC 811,포함
맨땅 위의 파도,천숙녀,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300602,,KDC 811,포함
물소리의 집은 허공이다,천성우,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300603,,KDC 811,포함
바다의 끝,천금성,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300604,,KDC 813,포함
혼 불을 놓아서,최광림,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300605,,KDC 811,포함
갓뫼 기슭엔,최권홍,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300606,,KDC 811,포함
서편제,최광림,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300607,,KDC 811,포함
"오월, 아직 그 해법을 모른다",최광림,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300608,,KDC 811,포함
쓰러지기 위하여,최광림,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300609,,KDC 811,포함
선비의 노래,최권홍,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300610,,KDC 811,포함
연안부두 가는 길,채성병,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300611,,KDC 811,포함
중독된 땅에서,채성병,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300612,,KDC 811,포함
세상도,채수영,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300613,,KDC 811,포함
별을 찾아서,채성병,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300614,,KDC 811,포함
산나리,김수자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300961,,KDC 811,포함
수평선 위에 뜬 별,김순,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300962,,KDC 814,포함
사랑법,김수자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300964,,KDC 811,포함
내일은 안개꽃 찾아 가리라,김수자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300965,,KDC 811,포함
비.바람의 길,김성주,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300966,,KDC 811,포함
요즘에는 이상한 바다도 있다,김성춘,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300967,,KDC 811,포함
흐르는 섬,김성춘,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300968,,KDC 811,포함
바람으로 지은 집,김세웅,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300969,,KDC 814,포함
바다와의 동행,김성춘,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300970,,KDC 811,포함
겨울극락 앞에서,김성춘,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300971,,KDC 811,포함
회상의 우물가에서,김송배,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300972,,KDC 811,포함
지난 날 그리움을 황혼처럼 풀어놓고,김소엽,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300973,,KDC 811,포함
결고운 물결로 젖어 스밀래,김솔아,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300974,,KDC 811,포함
메마른 땅에 단비 내리고,강득송,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301317,,KDC 811,포함
타오르는 생,강미정,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301318,,KDC 811,포함
순례자의 노래,가영심,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301319,,KDC 811,포함
저녁향기,가영심,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301320,,KDC 811,포함
그래 우리가 진정 사랑한다면,강경애,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301321,,KDC 814,포함
모래산을 허문다,가영심,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301322,,KDC 811,포함
내 가슴의 벽난로에 장작을,가영심,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301323,,KDC 811,포함
정표장을 쓰면서,강나루,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301324,,KDC 814,포함
어둠을 비껴앉아,강경주,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301325,,KDC 811,포함
오늘은 또 무슨 바람이 불까,강경주,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301326,,KDC 811,포함
"바람은, 바람을 일으킨다",강경애,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301327,,KDC 814,포함
마지막 허울까지도 벗기지 말걸,강경주,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301329,,KDC 811,포함
개개비들의 사계,강준희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301330,,KDC 813,포함
외줄타기,강윤수,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301331,,KDC 811,포함
늑대와 달빛,신상성,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301668,,KDC 813,포함
꽃비 내리는 하늘,신동춘,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301669,,KDC 811,포함
덫에 걸린 사람들,신동춘,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301670,,KDC 811,포함
그대 또한 한 개 섬이다,신배승,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301671,,KDC 811,포함
신동춘 시 전집,신동춘,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301672,,KDC 811,포함
활터에서,송선영,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301673,,KDC 811,포함
新山詩 빛,송신산,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301674,,KDC 811,포함
별빛 지는 새벽마당에 서면,송용구,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301675,,KDC 811,포함
대지의 꿈,송원희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301676,,KDC 813,포함
들꽃 세상,송수권,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301677,,KDC 811,포함
초록의 감옥,송수권,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301678,,KDC 811,포함
하백의 딸들,송하춘,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301680,,KDC 813,포함
꿈꾸는 공룡,송하춘,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301681,,KDC 813,포함
은장도와 트럼펫,송하춘,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301682,,KDC 813,포함
안중근,송원희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301683,,KDC 813,포함
회색빛 기행,송원희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301684,,KDC 813,포함
고요한 입술,송종규,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301686,,KDC 811,포함
함께 있어도 외로운 사람들,박덕규,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300261,,KDC 813,포함
녹슨단추가 달린 주머니속의 詩,채성병,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300615,,KDC 811,포함
밤에 쓰는 편지,채희문,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300616,,KDC 811,포함
춤추는 천사,채정운,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300617,,KDC 814,포함
가을레슨,채희문,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300618,,KDC 811,포함
아득하면 그리워지리라,채수영,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300619,,KDC 811,포함
그 끝에서 시작되는 길,채재순,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300620,,KDC 811,포함
율도국,채수영,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300621,,KDC 811,포함
날이 갈수록 별은 보다 높이 뜨고,김세웅,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300975,,KDC 811,포함
삼중주,김세웅,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300976,,KDC 811,포함
마음 속에 뜬 별,김소엽,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300977,,KDC 811,포함
행복이라는 이름의 나무,김소경,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300978,,KDC 814,포함
하늘높이차올리는구두,원종린,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300979,,KDC 814,포함
영원이 오는 자리,원종성,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300980,,KDC 814,포함
태양의 계절,원종린,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300981,,KDC 814,포함
사랑과 미움,원종린,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300982,,KDC 814,포함
여름일기,원용문,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300983,,KDC 811,포함
잠든 소리들이 일어날 때,강윤수,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301332,,KDC 811,포함
가위소리,강윤수,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301333,,KDC 811,포함
돌의 미소,강위수,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301334,,KDC 813,포함
고향 나그네,강위수,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301335,,KDC 813,포함
눈 내리는 날의 연서,강정화,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301336,,KDC 811,포함
피아노 소리,강정희,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301337,,KDC 814,포함
강인섭 통일시집,강인섭,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301338,,KDC 811,포함
가을 하늘에 띄우는 편지,강정화,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301339,,KDC 811,포함
파리 그 다락방 시절,강인섭,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301340,,KDC 811,포함
멀리서 만나는 평행선,신상성,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301687,,KDC 813,포함
바람과 날개,박명용,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300262,,KDC 811,포함
나는 마침표를 찍고 싶지 않다,박명용,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300263,,KDC 811,포함
잠 가운데 창을 열면,박명순,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300265,,KDC 813,포함
강물에 손을 담그다가,박명용,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300266,,KDC 811,포함
꿈꾸는 바다,박명용,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300267,,KDC 811,포함
강물은 말하지 않아도,박명용,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300268,,KDC 811,포함
설화산,이내무,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300269,,KDC 811,포함
그리운 이여,박순길,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300270,,KDC 811,포함
기쁜 우리 젊은 날,박순녀,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300271,,KDC 813,포함
미야가 오르는 길,박순녀,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300272,,KDC 813,포함
누가오시는가,박이현,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300273,,KDC 811,포함
을숙도에 가면 보금자리가 있을까,박이도,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300274,,KDC 811,포함
약속의 땅,박이도,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300275,,KDC 811,포함
단비엄마바쁘대요,박순녀,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300276,,KDC 814,포함
달팽이의 외출,박순철,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300277,,KDC 814,포함
스꼴까 장수,박순녀,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300278,,KDC 813,포함
칠법전서,박순녀,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300280,,KDC 813,포함
그 산에 들국화,박순혜,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300281,,KDC 814,포함
그리움은 별빛처럼,박영희,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300282,,KDC 814,포함
사랑으로 다가오는 영상,박영희,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300283,,KDC 814,포함
저 바위에 부서지는 파도소리 어머니 눈물은 아니시겠지요,채바다,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300622,,KDC 811,포함
다리를 건널 때,최선영,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300623,,KDC 811,포함
오래 전 그 꽃밭은,최선영,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300624,,KDC 811,포함
달팽이의 노래,최선옥,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300625,,KDC 811,포함
김춘수의 '꽃'을 가르치며,최상호,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300626,,KDC 811,포함
나를 부르는 소리,최상고,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300627,,KDC 811,포함
저 홀로 눈물 흘리며 타오르는 촛불 하나,최봄샘,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300628,,KDC 811,포함
그녀가 아름다운 이유,최예옥,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300629,,KDC 814,포함
그 나라 가는 길에,최세균,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300631,,KDC 811,포함
"세상에서, 산에서",최승호,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300632,,KDC 811,포함
모습없는 사람들,최승호,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300633,,KDC 811,포함
아아 남설당,최권홍,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300634,,KDC 811,포함
아침 책상,최동호,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300635,,KDC 811,포함
귀안에 슬픈 말 있네,최문자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300636,,KDC 811,포함
열하일기,유금호,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300984,,KDC 813,포함
끝나지 않는 처녀,유기수,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300985,,KDC 813,포함
내사랑 풍장,유금호,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300986,,KDC 813,포함
"여자에 대한 몇 가지 이설, 혹은 편견",유금호,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300987,,KDC 813,포함
새를 위하여,유금호,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300988,,KDC 813,포함
두만강 7백리,유기수,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300989,,KDC 813,포함
별이 빛나는 하늘,우희정,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300990,,KDC 814,포함
무딘 삽 한자루가 필요할 때입니다,원병주,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300991,,KDC 811,포함
연하장,우홍순,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300992,,KDC 811,포함
곧은 뼈대는 팔지마오,우홍순,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300993,,KDC 811,포함
신록 앞에서,원용문,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300994,,KDC 811,포함
치악산 앞에서,원수연,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300995,,KDC 811,포함
그리움의 미학,원용문,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300996,,KDC 811,포함
물은 하나되어 흐르네,강민,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301341,,KDC 811,포함
고마운 착각,강석호,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301342,,KDC 814,포함
새벽을 적시는 내 가슴은,강석호,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301343,,KDC 814,포함
은행나무와의 사연,강석호,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301344,,KDC 814,포함
웃음의 미학,강범우,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301345,,KDC 814,포함
돌부처의 체온,강범우,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301346,,KDC 814,포함
이십대에는 각시붕어가 산다,강순,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301347,,KDC 811,포함
잔잔한 호수되어,강성필,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301348,,KDC 811,포함
수상한 낌새,강세화,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301349,,KDC 811,포함
평촌일기,강석호,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301350,,KDC 814,포함
아담아 네 어디 있느냐,강성철,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301351,,KDC 811,포함
실크로드,강성철,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301352,,KDC 811,포함
탈출유예,권유,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301353,,KDC 813,포함
니체와 함께 간 선술집에서,변종태,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301688,,KDC 811,포함
멕시코 행 열차는 어디서 타지,변종태,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301689,,KDC 811,포함
그리운 곳의 빈자리,변해명,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301690,,KDC 814,포함
오디빛 꽃댕기 쪽찌고,변영숙,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301691,,KDC 811,포함
흑인두수 루이의 북,범대순,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301692,,KDC 811,포함
이방에서 노자를 읽다,범대순,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301693,,KDC 811,포함
풍경화 다섯,서범석,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301694,,KDC 811,포함
시련은 하느님의 은총이다,서상우,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301695,,KDC 814,포함
먼 지평에 혼자 뿌리는 발자국들,변해명,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301696,,KDC 814,포함
외로운 영혼에 불을 밝히고,변해명,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301697,,KDC 814,포함
야외사막,빈소영,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301698,,KDC 811,포함
정바라기,변해명,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301699,,KDC 814,포함
푸른 수첩을 찢다,서안나,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301700,,KDC 811,포함
콘크리트 속의 여자,오차숙,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301701,,KDC 814,포함
레일 이탈을 꿈꾸고 싶은 날,오차숙,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301702,,KDC 811,포함
아름다운 구속,오차숙,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301703,,KDC 811,포함
딸아 시를 말하자,오진현,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301704,,KDC 811,포함
오늘처럼 쓸쓸한 날엔 태풍이라도 불었으면,오차숙,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301705,,KDC 814,포함
탈관념,오진현,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301706,,KDC 811,포함
북창서제,범대순,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301707,,KDC 811,포함
우리에게 아름다움은 무엇인가,범대순,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301708,,KDC 814,포함
가지산(加智山)을 넘으며,박옥금,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300284,,KDC 811,포함
나는 시선 밖의 일부이다,최문자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300637,,KDC 811,포함
갈대,최기인,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300638,,KDC 813,포함
정자에서,최권홍,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300639,,KDC 811,포함
"그러나, 그렇지만",최병호,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300640,,KDC 814,포함
매화틀,최미나,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300641,,KDC 814,포함
방황하는 집,최미나,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300642,,KDC 813,포함
울음소리 작아지다,최문자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300643,,KDC 811,포함
뜨거운 강물,최미나,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300644,,KDC 814,포함
내일의 사과나무,최미나,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300645,,KDC 808,포함
산아 넌 나를 알지,원수연,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300997,,KDC 811,포함
치악골 물소리,원수연,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300998,,KDC 811,포함
여보하고 불러봐도,원수연,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200300999,,KDC 811,포함
흰 옷 입은 고향의 언어들,우숙자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301000,,KDC 811,포함
흑해에서 쓴 편지,유상영,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301001,,KDC 811,포함
겨울나무로 서서,유선,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301002,,KDC 811,포함
돌 속에 꽃이 핀다,유병근,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301003,,KDC 811,포함
아름다운 이상향,권재윤,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301354,,KDC 811,포함
바람은 구름을 안고 산다,권용하,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301355,,KDC 811,포함
아침의 반가,권용태,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301356,,KDC 811,포함
북풍에게,권용태,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KCF200301357,,KDC 811,포함
